Name,Disabled,Locked,Fuel Incentive,Location ID,Card IDs,Address,City,ST,Postal Code,EW Hwy,EW Exit,NS Hwy,NS Exit,Retail Price,Retail Date,Rack Price,Freight,State Tax,Fed Tax,Est Cost,Spread,OOR Range,OOR Fill,Min Pur,Min Pur Type,Stop Type,Swap Type,Rack ID,Latitude,Longitude,Trimble_POI_Name,Contain,Trimble_MAPS_StreetAddress,Trimble_MAPS_City,Trimble_MAPS_State,Trimble_MAPS_PostalCode,Heartland,TM,Delta Between Trimble MAPS POI and Heartland Coordinates
Pilot TC #247                 ,      No,    No,0,516133,IN431                                                  ,4403 East State Road 32       ,Crawfordsville ,IN,47933,I0074  ,39,       ,    ,3.199,8/16/2019,1.8374,0.0288,0.5,0.244,2.6102,0.589,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.0469,86.8221, NOT FOUND, False,4391 IN-32,Crawfordsville,IN,47933,"40.0469,-86.8221","40.046093,-86.820502",0.101
Flying J #686                 ,      No,    No,0,231007,NE223                                                  ,15010 S Highway 31            ,Gretna         ,NE,68028,I0080  ,432,S0031  ,    ,2.899,8/16/2019,1.8668,0.0381,0.3,0.244,2.4489,0.45,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.0899,96.2535, NOT FOUND, False,15224 South 216th Street  (NE-31),Gretna,NE,68028,"41.0899,-96.2535","41.091131,-96.25452",0.1
Love's #385                   ,      No,    No,0,516662,OK882                                                  ,4400 N Broadway               ,Hinton         ,OK,73047,I0040  ,101,       ,    ,2.78,8/16/2019,1.8516,0.0331,0.2,0.244,2.3287,0.451,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.5252,98.3508, NOT FOUND, False,"North Broadway Avenue  (US-281, OK-8)",Hinton,OK,73047,"35.5252,-98.3508","35.526283,-98.351993",0.1
Love's #607                   ,      No,    No,0,522509,AR098                                                  ,5101 East Parker Road         ,Jonesboro      ,AR,72404,       ,    ,U0063  ,    ,2.789,8/16/2019,1.8947,0.0469,0.228,0.244,2.4136,0.375,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.8057,90.6351, NOT FOUND, False,East Nettleton Avenue  (AR-463),Jonesboro,AR,72404,"35.8057,-90.6351","35.804245,-90.635086",0.1
Pilot TC #4642                ,      No,    No,0,521524,VA171                                                  ,1014 Mt. Olive Rd.            ,Toms Brook     ,VA,22660,       ,    ,I0081  ,291,2.999,8/16/2019,1.8767,0.0451,0.285,0.244,2.4508,0.548,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.9655,78.438, NOT FOUND, False,Mount Olive Road  (VA-651),Toms Brook,VA,22660,"38.9655,-78.438","38.96694,-78.437928",0.1
Pilot TC #49                  ,      No,    No,0,516009,KY404                                                  ,8190 Pembroke Oak Grove Rd    ,Oak Grove      ,KY,42262,I0024  ,89,S0115  ,    ,2.999,8/16/2019,1.8701,0.0535,0.2305,0.244,2.3981,0.601,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.6776,87.406, NOT FOUND, False,8161 Pembroke Oak Grove Road  (KY-115),Oak Grove,KY,42262,"36.6776,-87.406","36.678258,-87.404384",0.1
Flying J #697                 ,      No,    No,0,231866,OH230                                                  ,2226 North Main               ,Hubbard        ,OH,44425,I0080  ,234B,       ,    ,3.259,8/16/2019,1.8653,0.0311,0.4822,0.244,2.6226,0.636,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.1826,80.5686, @Flying J #697, True,"2224 Hubbard Road  (US-62, OH-7)",Hubbard,OH,44425,"41.1826,-80.5686","41.182562,-80.570504",0.099
Love's #297                   ,      No,    No,0,516588,TX275                                                  ,1509 E Rose St                ,Edna           ,TX,77957,       ,    ,U0059  ,    ,2.889,8/16/2019,1.8856,0.0506,0.2007,0.244,2.3809,0.508,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,28.9903,96.6246, NOT FOUND, False,US-59,Edna,TX,77957,"28.9903,-96.6246","28.988931,-96.625091",0.099
Love's #327                   ,      No,    No,0,516614,XT197                                                  ,1451 S Us Highway 77 Byp      ,Kingsville     ,TX,78363,       ,    ,U0077  ,    ,2.799,8/16/2019,1.8793,0.029,0.2007,0.244,2.353,0.446,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,27.5301,97.841, NOT FOUND, False,1451 US-77 Service South,Kingsville,TX,78363,"27.5301,-97.841","27.529824,-97.842584",0.099
Love's #369                   ,      No,    No,0,517445,TN372                                                  ,2971 Highway 48 S             ,Dickson        ,TN,37055,I0040  ,163,       ,    ,2.889,8/16/2019,1.8701,0.0359,0.284,0.244,2.434,0.455,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.9911,87.4889, @Love's #369, True,2971 TN-48,Dickson,TN,37055,"35.9911,-87.4889","35.992414,-87.488175",0.099
Pilot TC #211                 ,      No,    No,0,516108,AZ285                                                  ,14750 S Highway 95            ,Lake Havasu Cit,AZ,86404,I0040  ,9,S0095  ,    ,3.159,8/16/2019,2.035,0.0966,0.27,0.244,2.6456,0.513,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,34.7296,114.3158, NOT FOUND, False,I-40,Lake Havasu City,AZ,86404,"34.7296,-114.3158","34.728256,-114.315209",0.099
Pilot TC #396                 ,      No,    No,0,516258,VA495                                                  ,3541 Lee Jackson Hwy          ,Staunton       ,VA,24401,       ,    ,I0081  ,213,2.899,8/16/2019,1.9333,0.0515,0.285,0.244,2.5138,0.385,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.0199,79.141, @Pilot Travel Center #396, True,Lee Jackson Highway  (US-11),Greenville,VA,24440,"38.0199,-79.141","38.019952,-79.142828",0.099
Flying J #698                 ,      No,    No,0,231861,OH233                                                  ,9935 State Route 41           ,Jeffersonville ,OH,43128,       ,    ,I0071  ,69,2.999,8/16/2019,1.8783,0.0304,0.4822,0.244,2.6349,0.364,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.6451,83.5364, NOT FOUND, False,9926 OH-41,Washington Court House,OH,43160,"39.6451,-83.5364","39.646085,-83.537722",0.098
Flying J #761                 ,      No,    No,0,231845,WY225                                                  ,1920 Harrison Dr              ,Evanston       ,WY,82930,I0080  ,3,       ,    ,3.259,8/16/2019,2.09,0.069,0.24,0.244,2.643,0.616,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.2641,110.9766, NOT FOUND, False,"1900 Harrison Drive  (US-189 Business, I-80 Business)",Evanston,WY,82930,"41.2641,-110.9766","41.264671,-110.978329",0.098
Love's #242                   ,      No,    No,0,516540,TX484                                                  ,11361 I-35 S                  ,Von Ormy       ,TX,78073,       ,    ,I0035  ,144,2.849,8/16/2019,1.9052,0.021,0.2007,0.244,2.3709,0.478,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,29.3107,98.6164, NOT FOUND, False,11481 I-35 Service South,Von Ormy,TX,78073,"29.3107,-98.6164","29.310769,-98.618034",0.098
Love's #368                   ,      No,    No,0,516648,AL956                                                  ,300 Arby Dr                   ,Clanton        ,AL,35045,       ,    ,I0065  ,208,2.849,8/16/2019,1.8865,0.035,0.2175,0.244,2.383,0.466,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.844,86.5912, @Love's #368, True,65 Route 28  (Route 28),Clanton,AL,35046,"32.844,-86.5912","32.845299,-86.591887",0.098
Flying J #550                 ,      No,    No,0,518786,ND587                                                  ,3800 Hwy 2 and 52 Bypass      ,Minot          ,ND,58701,U0002  ,    ,       ,    ,3.099,8/16/2019,1.8559,0.0999,0.2303,0.244,2.4301,0.669,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,48.2245,101.3521, @Flying J #550, True,Access Road,Minot,ND,58701,"48.2245,-101.3521","48.22387,-101.350209",0.097
Flying J #729                 ,      No,    No,0,231842,XT292                                                  ,15919 N Freeway               ,Houston        ,TX,77090,       ,    ,I0045  ,64,2.859,8/16/2019,1.8856,0.0209,0.2009,0.244,2.3514,0.508,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,29.9986,95.4262, NOT FOUND, False,Interstate 45  (I-45 Service South),Houston,TX,77090,"29.9986,-95.4262","29.998784,-95.427801",0.097
Love's #304                   ,      No,    No,0,516591,AL507                                                  ,905 Steele Station Rd         ,Steele         ,AL,35987,       ,    ,I0059  ,174,2.849,8/16/2019,1.8615,0.049,0.2375,0.244,2.392,0.457,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.9324,86.1909, NOT FOUND, False,Steele Station Road,Steele,AL,35987,"33.9324,-86.1909","33.933796,-86.19077",0.097
Love's #394                   ,      No,    No,0,517786,IN471                                                  ,11207 W In-10                 ,Demotte        ,IN,46310,       ,    ,I0065  ,230,3.149,8/16/2019,1.8155,0.0365,0.5,0.244,2.596,0.553,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.1444,87.2602, @Love's #394, True,11207 IN-10,Demotte,IN,46310,"41.1444,-87.2602","41.143534,-87.261673",0.097
Love's #405                   ,      No,    No,0,516825,GA432                                                  ,2766 US -17 S                 ,Brunswick      ,GA,31523,       ,    ,I0095  ,29,2.989,8/16/2019,1.9308,0.0388,0.3885,0.244,2.6021,0.387,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,31.1367,81.5717, NOT FOUND, False,"2764 Ocean Highway  (US-17, GA-25)",Brunswick,GA,31523,"31.1367,-81.5717","31.138098,-81.571568",0.097
Love's #558                   ,      No,    No,0,521149,KS119                                                  ,2505 E Trail Street           ,Dodge City     ,KS,67801,U0400  ,    ,       ,    ,3.029,8/16/2019,1.8573,0.09,0.2603,0.244,2.4516,0.577,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,37.7454,99.9817, NOT FOUND, False,2505 East Trail Street,Dodge City,KS,67801,"37.7454,-99.9817","37.744497,-99.980334",0.097
Love's #695                   ,      No,    No,0,524382,KS345                                                  ,445 E Leiter Ave              ,Cunningham     ,KS,67035,U0054  ,    ,       ,    ,2.949,8/16/2019,1.8573,0.0609,0.2603,0.244,2.4225,0.526,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,37.6406,98.4287, NOT FOUND, False,Southwest 170 Avenue,Cunningham,KS,67035,"37.6406,-98.4287","37.639868,-98.427192",0.097
Pilot TC #1059                ,      No,    No,0,522895,TE277                                                  ,709 US Highway 77 N           ,Schulenburg    ,TX,78956,I0010  ,674,       ,    ,2.899,8/16/2019,1.8856,0.0705,0.2009,0.244,2.401,0.498,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,29.6949,96.9029, NOT FOUND, False,708 US-77,Schulenburg,TX,78956,"29.6949,-96.9029","29.695228,-96.901327",0.097
Pilot TC #198                 ,      No,    No,0,516099,IN877                                                  ,10619 9A Rd                   ,Plymouth       ,IN,46563,U0030  ,    ,U0031  ,    ,3.039,8/16/2019,1.849,0.0403,0.5,0.244,2.6333,0.406,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.3419,86.2624, NOT FOUND, False,US-30,Plymouth,IN,46563,"41.3419,-86.2624","41.341979,-86.264277",0.097
Pilot TC #388                 ,      No,    No,0,516250,MS723                                                  ,1609 Tommy Webb Dr            ,Meridian       ,MS,39307,I0020  ,151,I0059  ,151,2.699,8/16/2019,1.8626,0.04,0.184,0.244,2.3306,0.368,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.3453,88.7275, NOT FOUND, False,1603 Tommy Webb Drive,Meridian,MS,39307,"32.3453,-88.7275","32.346615,-88.728083",0.097
Pilot TC #52                  ,      No,    No,0,516012,TN697                                                  ,535 Waldron Road              ,La Vergne      ,TN,37086,I0024  ,64,       ,    ,2.939,8/16/2019,1.8701,0.0595,0.284,0.244,2.4576,0.481,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.9987,86.5962, NOT FOUND, False,519 Waldron Road,La Vergne,TN,37086,"35.9987,-86.5962","35.997841,-86.594834",0.097
Love's #228                   ,      No,    No,0,516526,FL035                                                  ,1800 Sr-559                   ,Polk City      ,FL,33868,I0004  ,44,       ,    ,3.089,8/16/2019,1.8995,0.0285,0.3497,0.244,2.5217,0.567,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,28.1561,81.8016, NOT FOUND, False,1800 FL-559,Auburndale,FL,33823,"28.1561,-81.8016","28.155318,-81.800302",0.096
Love's #659                   ,      No,    No,0,523771,AZ545                                                  ,8313 W Roosevelt St           ,Tolleson       ,AZ,85353,I0010  ,135,       ,    ,3.149,8/16/2019,2.0767,0.0228,0.27,0.244,2.6135,0.535,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.4592,112.2411, NOT FOUND, False,8313 West Roosevelt Street,Tolleson,AZ,85353,"33.4592,-112.2411","33.458272,-112.239848",0.096
Love's #700                   ,      No,    No,0,528547,TE587                                                  ,3880 Loop 467                 ,Sonora         ,TX,76950,I0010  ,404,       ,    ,2.849,8/16/2019,1.8857,0.0728,0.2007,0.244,2.4032,0.446,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,30.5697,100.5859, NOT FOUND, False,Rd 3531 Private,Sonora,TX,76950,"30.5697,-100.5859","30.571066,-100.586224",0.096
Pilot TC #147                 ,      No,    No,0,516071,NV238                                                  ,1200 West Wendover Boulevard  ,West Wendover  ,NV,89883,I0080  ,410,       ,    ,3.239,8/16/2019,2.09,0.068,0.2775,0.244,2.6795,0.56,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.739,114.0655, NOT FOUND, False,1200 West Wendover Boulevard,West Wendover,NV,89883,"40.739,-114.0655","40.740116,-114.066598",0.096
Pilot TC #257                 ,      No,    No,0,516141,XT690                                                  ,4015 S FM 1788                ,Midland        ,TX,79706,I0020  ,126,       ,    ,2.959,8/16/2019,2.072,0.0255,0.2009,0.244,2.5424,0.417,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,31.9157,102.2167, NOT FOUND, False,West County Road 127,Odessa,TX,79765,"31.9157,-102.2167","31.915282,-102.215143",0.096
Pilot TC #4557                ,      No,    No,0,524093,GA169                                                  ,11156 Hwy 106                 ,Carnesville    ,GA,30521,S0106  ,    ,I0085  ,166,2.939,8/16/2019,1.8746,0.0385,0.396,0.244,2.5531,0.386,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,34.3884,83.2269, @Pilot Travel Center #4557, True,"GA-106, GA-145",Carnesville,GA,30521,"34.3884,-83.2269","34.389791,-83.226792",0.096
Flying J #669                 ,      No,    No,0,231081,MO224                                                  ,11570 Highway FF              ,Joplin         ,MO,64804,I0044  ,11,U0071  ,    ,2.799,8/16/2019,1.8825,0.0288,0.1742,0.244,2.3295,0.469,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,37.0546,94.4286, NOT FOUND, False,11570 East 32nd Street  (MO-FF),Joplin,MO,64804,"37.0546,-94.4286","37.055441,-94.429973",0.095
Flying J #749                 ,      No,    No,0,231033,VA222                                                  ,24279 Rogers Clark Blvd.      ,Carmel Church  ,VA,22546,       ,    ,I0095  ,104,2.999,8/16/2019,1.8817,0.0334,0.208,0.244,2.3671,0.632,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,37.934,77.4741, @Flying J #749, True,24279 Rogers Clark Boulevard  (VA-207),Ruther Glen,VA,22546,"37.934,-77.4741","37.932935,-77.473006",0.095
Flying J #842                 ,      No,    No,0,232058,SK434                                                  ,1511 Ross Ave E               ,Regina         ,SK,S4N7E5,       ,    ,S0001  ,    ,3.349,8/16/2019,2.0915,0.0153,0.2408,0.1136,2.4612,0.888,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,50.4654,104.5648, NOT FOUND, False,Ross Avenue,Ross Industrial Park,SK,,"50.4654,-104.5648","50.464639,-104.563003",0.095
Love's #382                   ,      No,    No,0,516659,CA815                                                  ,2700 S Blackstone St          ,Tulare         ,CA,93274,       ,    ,S0099  ,85,3.849,8/16/2019,2.2418,0.0253,0.7144,0.244,3.2255,0.624,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.1817,119.3309, NOT FOUND, False,3018 South Blackstone Street,Tulare,CA,93274,"36.1817,-119.3309","36.180458,-119.330154",0.095
Love's #453                   ,      No,    No,0,517783,FL364                                                  ,2510 Highway 231              ,Cottondale     ,FL,32431,I0010  ,130,       ,    ,3.189,8/16/2019,1.8894,0.0353,0.3497,0.244,2.5184,0.671,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,30.7487,85.3835, @Love's #453, True,"2446 US-231, FL-75",Cottondale,FL,32431,"30.7487,-85.3835","30.749493,-85.382183",0.095
Love's #704                   ,      No,    No,0,526799,IA524                                                  ,188th St                      ,Pacific Junctio,IA,51561,       ,    ,I0029  ,35,0,3/27/2019,2.1209,0.0471,0.325,0.244,2.737,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.0466,95.8259, NOT FOUND, False,188th Street,Pacific Junction,IA,51561,"41.0466,-95.8259","41.045991,-95.827527",0.095
Pilot TC #23                  ,      No,    No,0,515990,MI748                                                  ,7258 South State Road         ,Ionia          ,MI,48846,I0096  ,67,       ,    ,3.199,8/16/2019,1.9137,0.058,0.4059,0.244,2.6216,0.577,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.8841,85.0753, NOT FOUND, False,7050 South State Road  (MI-66),Ionia,MI,48846,"42.8841,-85.0753","42.883291,-85.07378",0.095
Pilot TC #290                 ,      No,    No,0,516168,MD084                                                  ,31 Heather Lane               ,Perryville     ,MD,21903,S0222  ,    ,I0095  ,93,3.599,8/16/2019,1.8574,0.058,0.3764,0.244,2.5358,1.063,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.5889,76.0669, NOT FOUND, False,68 Heather Lane,Perryville,MD,21903,"39.5889,-76.0669","39.589705,-76.065451",0.095
Pilot TC #365                 ,      No,    No,0,516230,CA746                                                  ,22717 Avenue 18 1/2           ,Madera         ,CA,93637,       ,    ,S0099  ,159,3.859,8/16/2019,2.2418,0.0315,0.7372,0.244,3.2545,0.605,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,37.0183,120.1342, NOT FOUND, False,22683 Avenue 18 1/2,Madera,CA,93637,"37.0183,-120.1342","37.019408,-120.133187",0.095
Pilot TC #60                  ,      No,    No,0,516018,SC473                                                  ,2064 Homestead Road           ,Bowman         ,SC,29018,I0026  ,159,       ,    ,2.859,8/16/2019,1.9406,0.036,0.2275,0.244,2.4481,0.411,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.4185,80.6653, NOT FOUND, False,2064 Homestead Road,Bowman,SC,29018,"33.4185,-80.6653","33.417352,-80.666224",0.095
Love's #308                   ,      No,    No,0,516595,NC174                                                  ,3308 NC Hwy 226 S.            ,Marion         ,NC,28752,I0040  ,86,       ,    ,3.049,8/16/2019,1.8602,0.0431,0.3645,0.244,2.5118,0.537,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.6562,81.964, NOT FOUND, False,I-40,Marion,NC,28752,"35.6562,-81.964","35.657564,-81.963872",0.094
Love's #609                   ,      No,    No,0,526919,TE530                                                  ,6421 N Interstate 35          ,Denton         ,TX,76207,       ,    ,I0035  ,471,2.689,8/16/2019,1.9018,0.0485,0.2007,0.244,2.395,0.294,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,33.2624,97.1786, @Love's #609, True,6469 South Stemmons Street  (I-35 Service South),Denton,TX,76207,"33.2624,-97.1786","33.263161,-97.179953",0.094
