Location ID,Name,Address,City,State,Zip Code,Latitude,Longitude,Place_Name,Is Found?,Trimble MAPS Street Address,Trimble MAPS City,Trimble MAPS State,Trimble MAPS Postal Code,Trimble MAPS Latitude,Trimble MAPS Longitude,Trimble MAPS Confidence Level,Trimble MAPS Geocoding Errors,Distance Between Original and Trimble MAPS,,Location_ID,Place_Name,Is_Found?,
WY059     ,SAPP BROS CHEYENNE            ,12500 I80 SERVICE RD          ,CHEYENNE       ,WY,82009,41.1575,-104.6617, @Sapp Bros. Cheyenne, True,,Cheyenne,WY,82009,41.157487,-104.661666,1 - Exact,,0,,WY059     , @Sapp Bros. Cheyenne, True,
WY074     ,GASNGO 15                     ,I-80 EXIT 41                  ,LYMAN          ,WY,82937,41.3686,-110.3021, @Gas-N-Go #15, True,,Lyman,WY,82937,41.3512,-110.377527,3 - Uncertain,Input address does not contain a house or building number; Multiple best matches,10.6,,WY074     , NOT FOUND, False,
WY084     ,COMMON CENTS 212              ,3601 NORTH MAIN               ,SHERIDAN       ,WY,82801,44.8287,-106.96, NOT FOUND, False,,Sheridan,WY,82801,44.827844,-106.960095,3 - Uncertain,Location along street is approximate,0.1,,WY084     , @Common Cents Travel Plaza, True,
WY091     ,FAST STOP 1131                ,81 SWANSON RD                 ,WHEATLAND      ,WY,82201,42.0743,-104.9651, NOT FOUND, False,,Wheatland,WY,82201,42.074268,-104.964021,1 - Exact,,0.1,,WY091     , @Wheatland Travel Plaza, True,
WY101     ,TA_RAWLINS 234                ,I-80 EXIT 214                 ,RAWLINS        ,WY,82301,41.7756,-107.2236, @TA-Rawlins #234, True,,Rawlins,WY,82301,41.772931,-107.465625,3 - Uncertain,Input address does not contain a house or building number; Multiple best matches,23.5,,WY101     , NOT FOUND, False,
WY109     ,COFFEE CUP FUEL STOP 5        ,I-90 & HWY 16                 ,MOORCROFT      ,WY,82721,44.264,-104.9445, @Coffee Cup Fuel Stop #5, True,,Moorcroft,WY,82721,44.26349,-104.95171,2 - Good,Multiple best matches,0.5,,WY109     , NOT FOUND, False,
WY115     ,TA_CHEYENNE 187               ,4000 I-80 SERVICE RD          ,BURNS          ,WY,82053,41.16,-104.5214, @TA-Cheyenne #187, True,,Burns,WY,82053,41.159628,-104.522147,1 - Exact,,0.4,,WY115     , NOT FOUND, False,
WY116     ,TA_FT BRIDGER 188             ,I 80 AT BIGELOW RD EXIT 30    ,FT BRIDGER     ,WY,82933,41.3143,-110.5089, @TA-Ft. Bridger #188, True,,Fort Bridger,WY,82933,41.339593,-110.402706,3 - Uncertain,Input address does not contain a house or building number; Multiple best matches,6.2,,WY116     , NOT FOUND, False,
WY117     ,FCA TRAVEL PLAZA              ,1206  S DOUGLAS HWY           ,GILLETTE       ,WY,82716,44.2839,-105.4941, NOT FOUND, False,,Gillette,WY,82716,44.282992,-105.494164,1 - Exact,,0.1,,WY117     , NOT FOUND, False,
WY124     ,FAST STOP 1134 INC            ,8 PURPLE SAGE RD              ,ROCK SPRINGS   ,WY,82901,41.5555,-109.3105, @Cruel Jack's Travel Plaza, True,,Rock Springs,WY,82901,41.555328,-109.309283,1 - Exact,,0.1,,WY124     , @Cruel Jack's Travel Plaza, True,
WY180     ,FAST STOP 113 INC             ,75 US HIGHWAY 18/20           ,DOUGLAS        ,WY,82633,42.6573,-105.1916, @Orin Junction Truck Stop, True,,Douglas,WY,82633,42.656873,-105.189816,1 - Exact,,0.1,,WY180     , NOT FOUND, False,
WY222     ,FLYING J 758                  ,41 SE  WYOMING BLVD.          ,CASPER         ,WY,82609,42.8521,-106.2699, @Flying J #758, True,,Casper,WY,82609,42.851787,-106.270725,1 - Exact,,0.1,,WY222     , NOT FOUND, False,
WY223     ,FLYING J 759                  ,2250 ETCHEPARE DRIVE          ,CHEYENNE       ,WY,82007,41.0982,-104.8537, @Flying J #759, True,,Cheyenne,WY,82007,41.099483,-104.852898,1 - Exact,,0.3,,WY223     , NOT FOUND, False,
WY224     ,FLYING J 760                  ,10501 US HWY 30               ,COKEVILLE      ,WY,83114,42.0873,-110.9479, @Flying J #760, True,,Cokeville,WY,83114,42.086862,-110.948855,1 - Exact,Side of street is uncertain in the location returned,0.2,,WY224     , NOT FOUND, False,
WY225     ,FLYING J 761                  ,1920 HARRISON DRIVE           ,EVANSTON       ,WY,82930,41.2647,-110.9783, @Flying J #761, True,,Evanston,WY,82930,41.264163,-110.978091,1 - Exact,,0.2,,WY225     , NOT FOUND, False,
WY226     ,WEST END SINCLAIR             ,2010 W SPRUCE                 ,RAWLINS        ,WY,82301,41.7857,-107.2594, NOT FOUND, False,,Rawlins,WY,82301,41.786184,-107.258955,1 - Exact,Input street type differs from match,0.1,,WY226     , NOT FOUND, False,
WY228     ,FLYING J 762                  ,1810 SOUTH DOUGLAS HWY.       ,GILLETTE       ,WY,82718,44.2771,-105.4953, @Flying J #762, True,,Gillette,WY,82718,44.277304,-105.494161,1 - Exact,Side of street is uncertain in the location returned,0.2,,WY228     , NOT FOUND, False,
WY229     ,FLYING J 763                  ,I-80 JOHNSON ROAD             ,RAWLINS        ,WY,82301,41.7784,-107.309, @Flying J #763, True,,Rawlins,WY,82301,41.772931,-107.465625,3 - Uncertain,Input address does not contain a house or building number; Multiple best matches,18.7,,WY229     , NOT FOUND, False,
WY230     ,FLYING J 764                  ,650 STAGE COACH DR.           ,ROCK SPRINGS   ,WY,82901,41.6091,-109.231, @Flying J #764, True,,Rock Springs,WY,82901,41.609696,-109.230978,1 - Exact,,0.2,,WY230     , NOT FOUND, False,
WY276     ,RENO JUNCTION TRAVEL PLAZA    ,7508 HWY 59                   ,WRIGHT         ,WY,82732,43.7655,-105.4759, NOT FOUND, False,,Gillette,WY,82718,43.761353,-105.475678,2 - Good,Multiple best matches; Input postal code differs from match,0.3,,WY276     , NOT FOUND, False,
WY307     ,BIG HORN COOP ONE STOP        ,440 W. BIG HORN AVE.          ,WORLAND        ,WY,82401,44.0134,-107.9774, @Big Horn Coop/ One Stop, True,,Worland,WY,82401,44.013402,-107.977436,1 - Exact,,0,,WY307     , @Big Horn Coop/ One Stop, True,
WY308     ,PILOT 308                     ,1564 MCCUE STREET             ,LARAMIE        ,WY,82072,41.3273,-105.611, @Pilot Travel Center #308, True,,Laramie,WY,82072,41.327226,-105.611014,1 - Exact,,0,,WY308     , @Pilot Travel Center #308, True,
WY314     ,PETRO_LARAMIE 303             ,I-80 & CURTIS RD EXIT 310     ,LARAMIE        ,WY,82070,41.3295,-105.6203, @Petro Fuel #303, True,,Laramie,WY,82072,41.327002,-105.591894,1 - Exact,Multiple best matches,1.7,,WY314     , NOT FOUND, False,
WY317     ,DRY CREEK STATION             ,4292 NORTH ALPINE             ,LA BARGE       ,WY,83123,42.2619,-110.1939, NOT FOUND, False,,La Barge,WY,83123,42.26551,-110.19478,3 - Uncertain,Multiple best matches; Location along street is approximate; Input street type differs from match,0.3,,WY317     , NOT FOUND, False,
WY328     ,BIG D 30                      ,2310 WEST LINCOLN WAY         ,CHEYENNE       ,WY,82001,41.1233,-104.842, @Big D Oil #30, True,,Cheyenne,WY,82001,41.12266,-104.841742,1 - Exact,Side of street is uncertain in the location returned,0.1,,WY328     , NOT FOUND, False,
WY331     ,EXXON TRAVEL CENTER           ,167 US HIGHWAY 20S            ,THERMOPOLIS    ,WY,82443,43.6299,-108.2191, @Exxon Travel Center, True,,Thermopolis,WY,82443,43.630821,-108.219736,1 - Exact,,0.1,,WY331     , NOT FOUND, False,
WY340     ,PETROLEUM WHOLESALE 586       ,1620 ELK STREET               ,ROCK SPRINGS   ,WY,82901,41.6112,-109.2293, @Sunmart #586, True,,Rock Springs,WY,82901,41.611188,-109.230238,1 - Exact,,0.1,,WY340     , @Sunmart #586, True,
WY342     ,OUTPOST TRUCK STOP            ,"1025 S. MAIN, HWY 85          ",LUSK           ,WY,82225,42.7522,-104.4517, NOT FOUND, False,,Lusk,WY,82225,42.751199,-104.451098,1 - Exact,,0.1,,WY342     , @Outpost Truck Stop, True,
WY343     ,BROKEN WHEEL TRUCKSTOP        ,2332 E. RICHARDS              ,DOUGLAS        ,WY,82633,42.7379,-105.3468, @Broken Wheel Truckstop, True,,Douglas,WY,82633,42.737658,-105.347275,1 - Exact,Input street type differs from match,0.1,,WY343     , NOT FOUND, False,
WY344     ,TORRINGTON TRAVEL TERMINAL    ,1500 E. VALLEY HWY 26         ,TORRINGTON     ,WY,82240,42.0551,-104.1653, @Torrington Travel Terminal, True,,Torrington,WY,82240,42.055094,-104.165262,1 - Exact,,0,,WY344     , @Torrington Travel Terminal, True,
WY357     ,PILOT 141                     ,I-80 EXIT 6                   ,EVANSTON       ,WY,82930,41.2691,-110.9414, @Pilot Travel Center #141, True,,Evanston,WY,82930,41.309008,-110.736876,3 - Uncertain,Input address does not contain a house or building number; Multiple best matches,12.9,,WY357     , NOT FOUND, False,
WY359     ,EAST GATE TRAVEL PLAZA        ,6985 NUGGET                   ,EVANSVILLE     ,WY,82636,42.8477,-106.2161, @Hat Six Travel Plaza, True,,Evansville,WY,82636,42.84732,-106.214106,1 - Exact,,0.2,,WY359     , NOT FOUND, False,
WY362     ,I80 TRAVEL PLAZA              ,I 80  EXIT 221                ,SINCLAIR       ,WY,82334,41.7734,-107.0846, @I-80 Travel Plaza, True,,Hanna,WY,82327,41.739089,-106.581693,3 - Uncertain,Input address does not contain a house or building number; Multiple best matches; Input postal code differs from match,41.3,,WY362     , NOT FOUND, False,
WY368     ,LOVES 220                     ,3305 W. COLLEGE DR.           ,CHEYENNE       ,WY,82007,41.0977,-104.8487, @Love's #220, True,,Cheyenne,WY,82007,41.09936,-104.848646,1 - Exact,,0.2,,WY368     , NOT FOUND, False,
WY395     ,PILOT 402                     ,8020 CAMPSTOOL ROAD           ,CHEYENNE       ,WY,82007,41.1362,-104.7072, @Pilot Travel Center #402, True,,Cheyenne,WY,82007,41.136958,-104.706048,1 - Exact,,0.3,,WY395     , NOT FOUND, False,
WY402     ,BIG D 44                      ,1561 SNOWY RANGE RD           ,LARAMIE        ,WY,82070,41.3093,-105.6167, @Big D #44, True,,Laramie,WY,82070,41.309056,-105.616529,1 - Exact,,0,,WY402     , NOT FOUND, False,
WY415     ,PINE BLUFFS SINCLAIR          ,706 PARSONS                   ,PINE BLUFFS    ,WY,82082,41.1775,-104.0765, NOT FOUND, False,,Pine Bluffs,WY,82082,41.177255,-104.075826,2 - Good,Input street name differs slightly from match; Input street type differs from match,0.1,,WY415     , NOT FOUND, False,
WY433     ,SUNDANCE TRAVEL CENTER        ,2823 E CLEVELAND              ,SUNDANCE       ,WY,82729,44.4149,-104.3895, NOT FOUND, False,,Sundance,WY,82729,44.415899,-104.344725,1 - Exact,Input street type differs from match,3.2,,WY433     , NOT FOUND, False,
WY500     ,ZIP TRIP 60                   ,501 E HART ST                 ,BUFFALO        ,WY,82834,44.3548,-106.6909, @Zip Trip #60, True,,Buffalo,WY,82834,44.354252,-106.691162,1 - Exact,,0.1,,WY500     , NOT FOUND, False,
WY653     ,PFJ Cardlock                  ,151 INDUSTRIAL DR             ,ROCK SPRINGS   ,WY,82901,41.6181,-109.2345, NOT FOUND, False,,Rock Springs,WY,82901,41.617851,-109.234247,1 - Exact,,0,,WY653     , NOT FOUND, False,
WY664     ,ANTELOPE TRUCKSTOP            ,4850 I-80 SERVICE RD.         ,BURNS          ,WY,82053,41.1586,-104.3573, @Antelope Truckstop, True,,Burns,WY,82053,41.158387,-104.399899,1 - Exact,,2.3,,WY664     , NOT FOUND, False,
WY780     ,SUPERPUMPER 47                ,1952 BANNER RD                ,LARAMIE        ,WY,82072,41.3302,-105.6088, @Corner Store #4552, True,,Laramie,WY,82072,41.330256,-105.608837,1 - Exact,,0,,WY780     , @Corner Store #4552, True,
WY781     ,SUPERPUMPER 46                ,115 N GREELY HWY              ,CHEYENNE       ,WY,82007,41.1175,-104.8035, NOT FOUND, False,,Cheyenne,WY,82007,41.120721,-104.806026,2 - Good,Multiple best matches; Input street name differs slightly from match; Side of street is uncertain in the location returned,2.2,,WY781     , NOT FOUND, False,
WY782     ,SUPERPUMPER 45                ,3306 W COLLEGE DR.            ,CHEYENNE       ,WY,82007,41.1006,-104.8484, @Corner Store #4545, True,,Cheyenne,WY,82007,41.099475,-104.848641,1 - Exact,,0.2,,WY782     , @Corner Store #4545, True,
XT008     ,BRENHAM FOOD STOP 2           ,1312 PRARIE LEA ST            ,BRENHAM        ,TX,77833,30.1508,-96.4112, @Brenham Food Stop #2, True,,Brenham,TX,77833,30.150803,-96.411237,1 - Exact,,0,,XT008     , @Brenham Food Stop #2, True,
XT009     ,QUICKWAY FOOD STORE 6         ,101 US HWY 380                ,BRIDGEPORT     ,TX,76426,33.2242,-97.7684, NOT FOUND, False,,Bridgeport,TX,76426,33.223565,-97.768619,1 - Exact,,0.1,,XT009     , NOT FOUND, False,
XT023     ,QUIK TRIP 983                 ,1400 S JOE RAMSEY BLVD        ,GREENVILLE     ,TX,75402,33.1504,-96.1353, NOT FOUND, False,,Greenville,TX,75402,33.115714,-96.096458,1 - Exact,,4.8,,XT023     , @Quik Trip #983, True,
XT034     ,SUNRISE FUEL INC DBA DEEN FUEL,9201 NORTH LOOP E             ,HOUSTON        ,TX,77029,29.7915,-95.2663, @Stop N Serv, True,,Houston,TX,77029,29.791496,-95.266289,1 - Exact,,0,,XT034     , @Stop N Serv, True,
XT074     ,PILOT 1001                    ,1310 E HWY 67                 ,BIG LAKE       ,TX,76932,31.1905,-101.4492, @Pilot Travel Center #1001, True,,Big Lake,TX,76932,31.189887,-101.449869,1 - Exact,,0.1,,XT074     , @Pilot Travel Center #1001, True,
XT101     ,BRIDGEPORT TRUCK STOP         ,99 HWY 380                    ,BRIDGEPORT     ,TX,76426,33.2241,-97.77, @Bridgeport Truck Stop, True,,Bridgeport,TX,76426,33.219206,-97.779276,1 - Exact,,0.8,,XT101     , NOT FOUND, False,
XT107     ,SMITHTEX TRAVELPLEX           ,2007 W MAIN                   ,ATLANTA        ,TX,75551,33.1059,-94.1965, @Smithtex Travelplex, True,,Atlanta,TX,75551,33.105964,-94.196533,1 - Exact,,0,,XT107     , @Smithtex Travelplex, True,
XT126     ,PARADISE QUICK STOP 4         ,8417 N US HWY 287             ,ALVORD         ,TX,76225,33.393,-97.7305, @Golden Express Travel Center, True,,Alvord,TX,76225,33.393572,-97.729268,1 - Exact,,0.2,,XT126     , NOT FOUND, False,
XT133     ,TEX BEST TRAVEL CENTER 6      ,17285 SOUTH INTERSTATE 35     ,DILLEY         ,TX,78017,28.7366,-99.146, NOT FOUND, False,,Dilley,TX,78017,28.668344,-99.182521,1 - Exact,,8.9,,XT133     , NOT FOUND, False,
XT137     ,CEFCO 16                      ,8845 N HWY 171                ,GODLEY         ,TX,76044,32.4515,-97.5385, @Cefco #16, True,,Godley,TX,76044,32.451462,-97.538548,1 - Exact,,0,,XT137     , @Cefco #16, True,
XT142     ,BIGS                          ,201 N 4TH ST                  ,LOMETA         ,TX,76853,31.2175,-98.395, @Shell #10013623, True,,Lometa,TX,76853,31.217859,-98.394689,1 - Exact,,0,,XT142     , NOT FOUND, False,
XT161     ,DIAMOND SHAMROCK              ,3225 E EXPWY 83               ,WESLACO        ,TX,78596,26.1639,-97.9625, NOT FOUND, False,,Weslaco,TX,78599,26.162137,-97.959332,1 - Exact,,2,,XT161     , NOT FOUND, False,
XT163     ,7ELEVEN 40814                 ,6240 S HWY 77                 ,RIVIERA        ,TX,78379,27.3035,-97.8151, @Stripes #2201, True,,Riviera,TX,78379,27.303537,-97.815127,1 - Exact,,0,,XT163     , @Stripes #2201, True,
XT165     ,7ELEVEN 40729                 ,2305 FM 511                   ,BROWNSVILLE    ,TX,78521,25.8911,-97.4076, NOT FOUND, False,,Brownsville,TX,78526,25.941628,-97.407134,2 - Good,Multiple best matches,6.7,,XT165     , NOT FOUND, False,
XT168     ,TEXAS TRAVEL PLAZA            ,15615 EASTEX FRWY             ,HUMBLE         ,TX,77396,29.946,-95.2946, @Texas Travel Plaza, True,,Humble,TX,77396,29.946369,-95.293668,1 - Exact,,1.9,,XT168     , NOT FOUND, False,
XT169     ,HILLTOP CONOCO                ,4501 N I-35                   ,GAINESVILLE    ,TX,76240,33.7268,-97.1597, NOT FOUND, False,,Gainesville,TX,76240,33.684577,-97.158698,1 - Exact,,5.5,,XT169     , @Hilltop Conoco, True,
XT175     ,STRIPES 281                   ,1112 SOUTH MAIN               ,ANDREWS        ,TX,79714,32.3069,-102.5432, @Stripes #281, True,,Andrews,TX,79714,32.307318,-102.542868,1 - Exact,Input street type differs from match,0.1,,XT175     , NOT FOUND, False,
XT176     ,STRIPES 179                   ,1606 LAFOLLETTE               ,SAN ANGELO     ,TX,76905,31.4766,-100.4125, @Stripes #179, True,,San Angelo,TX,76905,31.476313,-100.413171,1 - Exact,Input street type differs from match,0.1,,XT176     , @Stripes #179, True,
XT179     ,BROOKSHIRE BROTHERS 111       ,9855 US HWY 259               ,NACOGDOCHES    ,TX,75965,31.7,-94.6759, @Polk's Pick It Up #11, True,,Nacogdoches,TX,75965,31.699974,-94.675907,1 - Exact,,0,,XT179     , @Polk's Pick It Up #11, True,
XT180     ,PETRO_SAN ANTONIO 305         ,I-10 @ ACKERMAN RD EXIT 582   ,SAN ANTONIO    ,TX,78219,29.4369,-98.38, @Petro Fuel #305, True,,San Antonio,TX,78219,29.439193,-98.381108,1 - Exact,Multiple best matches,0.3,,XT180     , NOT FOUND, False,
XT185     ,WB DIAMOND INVESTMENTS INC    ,1720 S TOWNEAST BLVD          ,MESQUITE       ,TX,75149,32.7881,-96.6535, NOT FOUND, False,,Mesquite,TX,75149,32.788183,-96.653529,1 - Exact,,0,,XT185     , NOT FOUND, False,
XT187     ,WAGABAG 16                    ,10990 W HWY 29                ,LIBERTY HILL   ,TX,78642,30.6522,-97.8719, NOT FOUND, False,,Liberty Hill,TX,78642,30.652201,-97.871664,1 - Exact,,0,,XT187     , NOT FOUND, False,
XT191     ,LA NORIA CONVENIENCE STORE INC,7116 SANTA MARIA              ,LAREDO         ,TX,78041,27.5664,-99.5046, NOT FOUND, False,,Laredo,TX,78041,27.566487,-99.504162,1 - Exact,Multiple best matches; Input street type differs from match,0,,XT191     , NOT FOUND, False,
XT197     ,LOVES 327                     ,1451 NORTH HIGHWAY 77         ,KINGSVILLE     ,TX,78363,27.5298,-97.8426, @Love's #327, True,,Kingsville,TX,78363,27.529824,-97.842584,1 - Exact,,0,,XT197     , @Love's #327, True,
XT198     ,US 59 FUEL MART               ,26111 SW FREEWAY              ,ROSENBERG      ,TX,77471,29.5335,-95.776, @Us 59 Fuel Mart, True,,Rosenberg,TX,77471,29.533556,-95.775993,1 - Exact,,0,,XT198     , @Us 59 Fuel Mart, True,
XT203     ,LION KING                     ,201 WEST BARBOURS CUT BLVD    ,LA PORTE       ,TX,77571,29.6725,-95.0213, @Lion King Truck Stop, True,,La Porte,TX,77571,29.673129,-95.020759,1 - Exact,,0.1,,XT203     , @Lion King Truck Stop, True,
XT210     ,BAYTOWN EXPRESS TRAVEL CENTER ,1901 I-10 EAST                ,BAYTOWN        ,TX,77521,29.7987,-95.0312, @Baytown Express Travel Center, True,,Baytown,TX,77521,29.798717,-95.031183,1 - Exact,,0,,XT210     , @Baytown Express Travel Center, True,
XT211     ,FUEL MAXX 50                  ,17694 HIGHWAY 6               ,NAVASOTA       ,TX,77868,30.2741,-96.0431, @Navasota Express, True,,Navasota,TX,77868,30.274483,-96.043154,1 - Exact,,0.1,,XT211     , @Navasota Express, True,
XT216     ,LOVES 463                     ,"1-10, EXIT 604                ",SEGUIN         ,TX,78155,29.5623,-98.0349, @Love's #463, True,,,,,0,0,4 - Failed,No matches found; No match found for input street name,-1,,XT216     , NOT FOUND, False,
XT229     ,FLYING J 507                  ,11710 NORTH INTERSTATE 35     ,JARRELL        ,TX,76537,30.8113,-97.6109, @Flying J US Dealer #507, True,,Jarrell,TX,76537,30.811297,-97.610854,1 - Exact,,0,,XT229     , @Flying J US Dealer #507, True,
XT237     ,7ELEVEN 40628                 ,2107 HWY 83 WEST              ,MISSION        ,TX,78572,26.2156,-98.3494, @Stripes #2220, True,,Mission,TX,78572,26.215587,-98.349449,1 - Exact,,0,,XT237     , @Stripes #2220, True,
XT241     ,TEX BEST TRAVEL CENTER 503    ,18701 IH 35 NORTH             ,KYLE           ,TX,78640,30.0383,-97.8431, NOT FOUND, False,,Kyle,TX,78640,30.035156,-97.844626,1 - Exact,Multiple best matches; Input does not include a street name prefix/suffix but match does,3.5,,XT241     , @Tex Best #503, True,
XT242     ,COLUMBUS TRAVEL CENTER        ,4800 I-10 WEST                ,COLUMBUS       ,TX,78934,29.7091,-96.5014, @Columbus Travel Center, True,,Columbus,TX,78934,29.709141,-96.501362,1 - Exact,,0,,XT242     , @Columbus Travel Center, True,
XT248     ,529 MARKET                    ,13051 FM 529                  ,HOUSTON        ,TX,77041,29.8795,-95.6076, NOT FOUND, False,,Houston,TX,77041,29.879532,-95.606955,1 - Exact,,0,,XT248     , NOT FOUND, False,
XT255     ,GORDONS BAIT  TACKLE          ,7066 PADRE ISLAND WAY         ,BROWNSVILLE    ,TX,78521,25.9414,-97.4315, NOT FOUND, False,,Brownsville,TX,78521,25.94074,-97.431413,1 - Exact,,0.1,,XT255     , @Gordon's Bait & Tackle, True,
XT258     ,FUEL DEPOT 15                 ,10920 W LITTLE YORK RD        ,HOUSTON        ,TX,77041,29.8672,-95.5698, NOT FOUND, False,,Houston,TX,77041,29.867278,-95.569699,1 - Exact,,0,,XT258     , NOT FOUND, False,
XT265     ,TA_LAREDO 153                 ,1010 BELTWAY PARKWAY          ,LAREDO         ,TX,78045,27.6882,-99.464, @TA-Laredo #153, True,,Laredo,TX,78045,27.686117,-99.463983,1 - Exact,,0.3,,XT265     , NOT FOUND, False,
XT269     ,PETROLEUM WHOLESALE 169       ,US I-35 @ FM 1304             ,HILLSBORO      ,TX,76645,31.8961,-97.0886, NOT FOUND, False,,Abbott,TX,76621,31.899806,-97.090939,2 - Good,Multiple best matches; Input postal code differs from match,8.7,,XT269     , NOT FOUND, False,
XT277     ,TEXAS BEST SMOKEHOUSE V       ,3302 S EASTMAN RD             ,LONGVIEW       ,TX,75602,32.4524,-94.7068, @Shell, True,,Longview,TX,75602,32.452875,-94.707721,1 - Exact,,0.2,,XT277     , NOT FOUND, False,
XT279     ,PILOT 330                     ,4142 LOOP 337                 ,NEW BRAUNFELS  ,TX,78132,29.6767,-98.1569, @Pilot Travel Center #330, True,,New Braunfels,TX,78132,29.676712,-98.156848,1 - Exact,,0,,XT279     , @Pilot Travel Center #330, True,
XT282     ,FLYING J 724                  ,3001 MOUNTAIN PASS BLVD       ,ANTHONY        ,TX,79821,31.9969,-106.579, @Flying J #724, True,,Anthony,TX,79821,31.996876,-106.578981,1 - Exact,,0,,XT282     , @Flying J #724, True,
XT283     ,FLYING J 725                  ,1876 EAST FREEWAY             ,BAYTOWN        ,TX,77521,29.7949,-95.0329, @Flying J #725, True,,Baytown,TX,77521,29.796244,-95.034259,1 - Exact,,2.7,,XT283     , NOT FOUND, False,
XT284     ,FLYING J 726                  ,7425 BONNIE VIEW ROAD         ,DALLAS         ,TX,75241,32.6571,-96.7515, @Flying J #726, True,,Dallas,TX,75241,32.65629,-96.750552,1 - Exact,,0.2,,XT284     , NOT FOUND, False,
XT285     ,PILOT 375                     ,4440 N. MCCARTY ST            ,HOUSTON        ,TX,77013,29.7999,-95.2678, @Pilot Travel Center #375, True,,Houston,TX,77013,29.801503,-95.267555,1 - Exact,,0.4,,XT285     , NOT FOUND, False,
XT292     ,FLYING J 729                  ,15919 N. FREEWAY              ,HOUSTON        ,TX,77090,29.9989,-95.4278, @Flying J #729, True,,Houston,TX,77090,29.997967,-95.426083,1 - Exact,,3.6,,XT292     , NOT FOUND, False,
XT294     ,FLYING J 727                  ,1305 EAST MONTE CRISTO        ,EDINBURG       ,TX,78539,26.3361,-98.143, @Flying J #727, True,,Edinburg,TX,78539,26.336076,-98.142991,1 - Exact,Input street type differs from match,0.2,,XT294     , @Flying J #727, True,
XT296     ,FLYING J 730                  ,1011 BELTWAY PARKWAY          ,LAREDO         ,TX,78045,27.6859,-99.4656, @Flying J #730, True,,Laredo,TX,78045,27.686039,-99.464039,1 - Exact,,0.3,,XT296     , NOT FOUND, False,
XT297     ,HENDERSON DEPOT               ,1609 N KILGORE DR             ,HENDERSON      ,TX,75652,32.1874,-94.8024, @Henderson Depot, True,,Henderson,TX,75652,32.187378,-94.802428,1 - Exact,,0,,XT297     , @Henderson Depot, True,
XT302     ,FLYING J 728                  ,1301 NORTH HORIZON BLVD       ,EL PASO        ,TX,79927,31.6618,-106.2391, @Flying J #728, True,,El Paso,TX,79927,31.658976,-106.241553,1 - Exact,Input does not include a street name prefix/suffix but match does,0.4,,XT302     , NOT FOUND, False,
XT304     ,FLYING J 733                  ,602 4TH STREET                ,LUBBOCK        ,TX,79401,33.5931,-101.8416, @Flying J #733, True,,Lubbock,TX,79401,33.592292,-101.840787,1 - Exact,,0.3,,XT304     , NOT FOUND, False,
XT307     ,FLYING J 734                  ,23412 HWY 242                 ,NEW CANEY      ,TX,77357,30.193,-95.1931, @Flying J #734, True,,New Caney,TX,77357,30.19408,-95.194942,1 - Exact,,0.4,,XT307     , NOT FOUND, False,
XT309     ,FLYING J 735                  ,7112 I-10 WEST                ,ORANGE         ,TX,77630,30.117,-93.82, @Flying J #735, True,,Orange,TX,77630,30.117011,-93.819991,1 - Exact,,0,,XT309     , @Flying J #735, True,
XT311     ,FLYING J 736                  ,"100 E PINEHURST,I20,US HWY 285",PECOS          ,TX,79772,31.4012,-103.4859, @Flying J #736, True,,Pecos,TX,79772,31.428762,-103.495764,3 - Uncertain,Multiple best matches,2.3,,XT311     , NOT FOUND, False,
XT318     ,EXPRESS FUEL 3                ,13403 TOMBALL PARKWAY         ,HOUSTON        ,TX,77086,29.9156,-95.4869, NOT FOUND, False,,Houston,TX,77086,29.916464,-95.488472,1 - Exact,,0.1,,XT318     , NOT FOUND, False,
XT325     ,FLYING J 737                  ,1815 N FOSTER ROAD            ,SAN ANTONIO    ,TX,78244,29.4468,-98.3616, @Flying J #737, True,,San Antonio,TX,78244,29.447232,-98.360778,1 - Exact,,0.2,,XT325     , NOT FOUND, False,
XT326     ,LOVES 256                     ,810 EAST BROADWAY             ,VAN HORN       ,TX,79855,31.0401,-104.8196, @Love's #256, True,,Van Horn,TX,79855,31.040102,-104.819616,1 - Exact,,0,,XT326     , @Love's #256, True,
XT328     ,FLYING J 738                  ,I-20 EXIT 277 101 N FM 707    ,TYE            ,TX,79563,32.4617,-99.8725, @Flying J #738, True,,TYE,TX,79563,32.460005,-99.871231,3 - Uncertain,Input address does not contain a house or building number; Multiple best matches,2.4,,XT328     , NOT FOUND, False,
XT330     ,KUNTRY KORNER                 ,103344 IH 37 SOUTH            ,PLEASANTON     ,TX,78064,28.9046,-98.4257, @Kuntry Korner, True,,Pleasanton,TX,78064,28.904611,-98.425732,1 - Exact,,0,,XT330     , @Kuntry Korner, True,
XT331     ,FLYING J 739                  ,2409 SO NEW ROAD              ,WACO           ,TX,76711,31.508,-97.1457, @Flying J #739, True,,Waco,TX,76711,31.508973,-97.146236,1 - Exact,,0.1,,XT331     , NOT FOUND, False,
XT332     ,FLYING J 740                  ,204 SOUTH WALLER AVE          ,BROOKSHIRE     ,TX,77423,29.7806,-95.952, @Flying J #740, True,,Brookshire,TX,77423,29.7806,-95.952044,1 - Exact,,0,,XT332     , @Flying J #740, True,
