Location ID,Name,Address,City,State,Zip Code,Latitude,Longitude,Pricing Provider,Network ID,Trimble_POI_Name,Contains,Trimble_StreetAddress,Trimble_City,Trimble_MAPS_State,Trimble_Zipcode
IN538     ,LOVES 319                     ,COUNTY ROAD #275 E            ,PITTSBORO      ,IN,46167,39.8803,-86.473,COMDATA   ,Loves                                   , NOT FOUND, False,Jeff Gordon Boulevard  (Route 275 East),Pittsboro,IN,46167
IN550     ,LOVES 633                     ,HWY 30 & PIONEER RD           ,PLYMOUTH       ,IN,46563,41.3623,-86.3492,COMDATA   ,Loves                                   , @Love's #633, True,2924 Gary Drive,Plymouth,IN,46563
IN556     ,TA_CLAYTON 257                ,"I-70 & SR 39, EXIT 59         ",CLAYTON        ,IN,46118,39.6109,-86.4807,COMDATA   ,TA                                      , @TA-Clayton #257, True,IN-39,Mooresville,IN,46158
IN573     ,PILOT 339                     ,I-74 EXIT 4 AND STATE RD 63   ,COVINGTON      ,IN,47932,40.1229,-87.4503,COMDATA   ,Pilot                                   , @Pilot Travel Center #339, True,16566 East Co Rd 1650 North ,Covington,IN,47932
IN610     ,LOVES 391                     ,I-74 EXIT 123                 ,SAINT PAUL     ,IN,47272,39.4498,-85.6264,COMDATA   ,Loves                                   , @Love's #391, True,7894 North Michigan Avenue  (Old US-421),Saint Paul,IN,47272
IN640     ,PILOT 152                     ,I-65 EXIT 16                  ,MEMPHIS        ,IN,47143,38.492,-85.7735,COMDATA   ,Pilot                                   , @Pilot Travel Center #152, True,14141 Memphis Bluelick Road,Memphis,IN,47143
IN661     ,LOVES 254                     ,2299 KOGER ST. STE 103        ,MOORESVILLE    ,IN,46158,39.6154,-86.4773,COMDATA   ,Loves                                   , @Love's #254, True,I-70,Mooresville,IN,46158
IN710     ,LOVES 222                     ,I70 & US HWY 35 EXIT 149B     ,RICHMOND       ,IN,47374,39.8707,-84.9329,COMDATA   ,Loves                                   , @Love's #222, True,"2179 US-35, IN-38",Richmond,IN,47374
IN731     ,PILOT 028                     ,I-69 EXIT 234                 ,DALEVILLE      ,IN,47334,40.1127,-85.5659,COMDATA   ,Pilot                                   , @Pilot Travel Center #28, True,15215 West Commerce Road  (IN-67),Daleville,IN,47334
IN732     ,PILOT 029                     ,STATE RD 127 NORTH            ,FREMONT        ,IN,46737,41.744,-84.9992,COMDATA   ,Pilot                                   , @Pilot Travel Center #29, True,I-69,Fremont,IN,46737
IN733     ,PILOT 031                     ,8150 INDIANAPOLIS BLVD        ,HIGHLAND       ,IN,46322,41.5675,-87.4726,COMDATA   ,Pilot                                   , @Pilot Travel Center #31, True,8026 Indianapolis Boulevard  (US-41),Highland,IN,46322
IN737     ,PILOT 030                     ,2640 NORTH 600 WEST           ,GREENFIELD     ,IN,46140,39.8213,-85.9167,COMDATA   ,Pilot                                   , @Pilot Travel Center #30, True,West F.W. Marks Drive,Greenfield,IN,46140
IN738     ,PILOT 034                     ,I-65 & US 24 WEST             ,REMINGTON      ,IN,47977,40.7666,-87.1235,COMDATA   ,Pilot                                   , @Pilot Travel Center #34, True,"4154 US-24, US-231",Remington,IN,47977
IN739     ,PILOT 035                     ,I-80 & US 31                  ,SOUTH BEND     ,IN,46628,41.736,-86.3368,COMDATA   ,Pilot                                   , @Pilot Travel Center #35, True,5376 Brick Road  (US-31 Business),South Bend,IN,46628
IN740     ,PILOT 036                     ,4105 US-30 E                  ,VALPARAISO     ,IN,46383,41.4485,-87.0104,COMDATA   ,Pilot                                   , @Pilot Travel Center #36, True,4182 East 100 North  (Route 100 North),Valparaiso,IN,46383
IN741     ,PILOT 037                     ,I-65 & COUNTY RD.500          ,WHITELAND      ,IN,46184,39.5519,-86.0459,COMDATA   ,Pilot                                   , @Pilot Travel Center #37, True,5067 300 East,Whiteland,IN,46184
IN770     ,PETRO_BRAZIL 376              ,1035 W STATE ROAD 42          ,BRAZIL         ,IN,47834,39.4492,-87.1261,COMDATA   ,TA                                      , NOT FOUND, False,I-70,Brazil,IN,47834
IN782     ,PETRO_ANGOLA 345              ,7265 N. BAKER ROAD            ,FREMONT        ,IN,46737,41.7525,-84.9828,COMDATA   ,TA                                      , NOT FOUND, False,7664 North Baker Road,Fremont,IN,46737
IN783     ,PETRO_GREENSBURG 379          ,1409 SOUTH COUNTY RD 850 EAST ,GREENSBURG     ,IN,47240,39.3182,-85.3282,COMDATA   ,TA                                      , @Petro Fuel #379, True,East Route 150 S,Greensburg,IN,47240
IN788     ,PILOT 444                     ,4376 N. ST. RD 59             ,BRAZIL         ,IN,47834,39.4516,-87.1243,COMDATA   ,Pilot                                   , @Pilot Travel Center #444, True,4378 IN-59,Brazil,IN,47834
IN789     ,PILOT 445                     ,243 MELTON ROAD               ,BURNS HARBOR   ,IN,46304,41.6047,-87.1147,COMDATA   ,Pilot                                   , @Pilot Travel Center #445, True,221 Melton Road  (US-20),Chesterton,IN,46304
IN790     ,PILOT 446                     ,"I-69, EXIT 234                ",DALEVILLE      ,IN,47334,40.1148,-85.5739,COMDATA   ,Pilot                                   , @Pilot Travel Center #446, True,9200 South Traders Country Boulevard,Daleville,IN,47334
IN791     ,PILOT 447                     ,1042 E. WARRENTON ROAD        ,HAUBSTADT      ,IN,47639,38.1748,-87.5486,COMDATA   ,Pilot                                   , @Pilot Travel Center #447, True,Route 1250 South  (Route 1250 South),Haubstadt,IN,47639
IN792     ,PILOT 448                     ,18011 COLORADO ST.            ,HEBRON         ,IN,46341,41.2903,-87.2943,COMDATA   ,Pilot                                   , @Pilot Travel Center #448, True,4096 East 181st Avenue  (IN-2),Hebron,IN,46341
IN809     ,TA_DEMOTTE 241                ,11166 W. STATE ROAD #10       ,DEMOTTE        ,IN,46310,41.1435,-87.2618,COMDATA   ,TA                                      , @Love's #394, True,IN-10,Demotte,IN,46310
IN877     ,PILOT 198                     ,10619 9A RD                   ,PLYMOUTH       ,IN,46563,41.342,-86.2643,COMDATA   ,Pilot                                   , @Pilot Travel Center #198, True,10585 West 9A Road,Plymouth,IN,46563
IN891     ,PILOT 478                     ,6921 SOUTH S.R. 66            ,LEAVENWORTH    ,IN,47137,38.2394,-86.3624,COMDATA   ,Pilot                                   , @Pilot Travel Center #478, True,"7021 South IN-66, IN-66",Leavenworth,IN,47137
IN915     ,TA_PORTER SOUTH 250           ,1441 W US HWY 20              ,PORTER         ,IN,46304,41.6069,-87.1069,COMDATA   ,TA                                      , NOT FOUND, False,I-94,Chesterton,IN,46304
IN928     ,LOVES 355                     ,13615 BLUE LICK RD            ,MEMPHIS        ,IN,47143,38.4898,-85.7708,COMDATA   ,Loves                                   , NOT FOUND, False,Memphis Bluelick Road,Memphis,IN,47143
KS010     ,LOVES 732                     ,I70 / EXIT 272                ,ABILENE        ,KS,67410,38.9332,-97.2582,COMDATA   ,Loves                                   , @Love's #732, True,Caramel Boulevard,Abilene,KS,67410
KS050     ,TA_OAKLEY 091                 ,JCT. I-70 & US 40             ,OAKLEY         ,KS,67748,39.1188,-100.8115,COMDATA   ,TA                                      , @TA-Oakley #91, True,Route 460,Oakley,KS,67748
KS051     ,PILOT 903                     ,I-70 EXIT 252 1MI             ,SALINA         ,KS,67401,38.8742,-97.6101,COMDATA   ,Pilot                                   , @Pilot Travel Center #903, True,2310 North 9th Street  (North Old KS-81),Salina,KS,67401
KS119     ,LOVES 558                     ,2505 E TRAIL ST               ,DODGE CITY     ,KS,67801,37.7452,-99.9801,COMDATA   ,Loves                                   , @Love's #558, True,2515 East Trail Street,Dodge City,KS,67801
KS121     ,PILOT 524                     ,4510 KANSAS AVENUE            ,KANSAS CITY    ,KS,66106,39.0908,-94.6829,COMDATA   ,Pilot                                   , @Pilot Dealer #524, True,4610 Kansas Avenue  (KS-32),Kansas City,KS,66106
KS127     ,PETRO_SALINA 366              ,2125 N 9TH ST                 ,SALINA         ,KS,67401,38.8789,-97.6136,COMDATA   ,TA                                      , @Petro Fuel #366, True,184 West Diamond Drive,Salina,KS,67401
KS136     ,LOVES 647                     ,HWY 81 & 7TH ST MILE MARK 222 ,BELLEVILLE     ,KS,66935,39.8646,-97.6367,COMDATA   ,Loves                                   , NOT FOUND, False,1554 170th Road  (Route 17),Belleville,KS,66935
KS196     ,LOVES 692                     ,HWY 169 & 190TH RD            ,CHANUTE        ,KS,66720,37.6463,-95.4758,COMDATA   ,Loves                                   , @Love's #692, True,3401 North Blue Comet Drive,Chanute,KS,66720
KS223     ,FLYING J 657                  ,2524 E WYATT EARP BLVD        ,DODGE CITY     ,KS,67801,37.7524,-99.9807,COMDATA   ,Pilot                                   , @Flying J #657, True,East Wyatt Earp Boulevard,Dodge City,KS,67801
KS224     ,FLYING J 658                  ,4215 WEST HWY 50              ,EMPORIA        ,KS,66801,38.4114,-96.2377,COMDATA   ,Pilot                                   , @Flying J #658, True,4215 US-50,Emporia,KS,66801
KS229     ,FLYING J 659                  ,2250 NORTH OHIO STREET        ,SALINA         ,KS,67401,38.8786,-97.5928,COMDATA   ,Pilot                                   , @Flying J #659, True,2200 North Ohio Street,Salina,KS,67401
KS299     ,LOVES 608                     ,I-35 EXIT 60  @ HWY 56        ,MCPHERSON      ,KS,67460,38.3714,-97.6158,COMDATA   ,Loves                                   , NOT FOUND, False,2400 East Kansas Avenue  (US-56),McPherson,KS,67460
KS300     ,TABETO JUNCTION FUEL          ,2775 US HIGHWAY 75 NW         ,LEBO           ,KS,66856,38.427,-95.7274,COMDATA   ,TA                                      , @TA-Beto Junction #252 , True,2754 US-75,Lebo,KS,66856
KS336     ,LOVES 632                     ,HWY 57 & HWY 83               ,LIBERAL        ,KS,67901,37.0448,-100.9008,COMDATA   ,Loves                                   , @Love's #632, True,US-54,Liberal,KS,67901
KS345     ,LOVES 695                     ,SOUTH VALLEY & HWY 54         ,CUNNINGHAM     ,KS,67035,37.6398,-98.4278,COMDATA   ,Loves                                   , @Love's #695, True,445 East Leiter Avenue,Cunningham,KS,67035
KS388     ,PETRO_COLBY 386               ,700 W. HORTON AVE.            ,COLBY          ,KS,67701,39.3618,-101.053,COMDATA   ,TA                                      , @Petro Fuel #386, True,Horton Avenue,Colby,KS,67701
KS423     ,LOVES 656                     ,HWY 50 & BIG LOWE RD          ,HOLCOMB        ,KS,67851,38.0009,-100.9967,COMDATA   ,Loves                                   , @Love's #656, True,1500 North Jones Avenue,Holcomb,KS,67851
KS433     ,LOVES 703                     ,S MAIN ST & DES MOINES AVE    ,SOUTH HUTCHINSO,KS,67505,38.0145,-97.9409,COMDATA   ,Loves                                   , @Love's #703, True,Des Moines West,South Hutchinson,KS,67505
KS488     ,LOVES 455                     ,"1-70, EXIT 145 @ ELLIS AVE    ",ELLIS          ,KS,67637,38.9474,-99.5608,COMDATA   ,Loves                                   , @Love's #455, True,206 Jefferson Street,Ellis,KS,67637
KS553     ,LOVES 655                     ,HWY 83 & ALBERT AVE           ,SCOTT CITY     ,KS,67871,38.4646,-100.9064,COMDATA   ,Loves                                   , @Love's #655, True,1700 US-83,Scott City,KS,67871
KS660     ,LOVES 258                     ,203 E 27TH AVE                ,OTTAWA         ,KS,66067,38.5728,-95.265,COMDATA   ,Loves                                   , @Love's #258, True,East 27th Street,Ottawa,KS,66067
KS990     ,PILOT 920                     ,1100 E WILLOW ST              ,COLBY          ,KS,67701,39.3642,-101.0325,COMDATA   ,Pilot                                   , @Pilot Travel Center #920, True,397 East Willow Street,Colby,KS,67701
KY025     ,TA_FLORENCE 093               ,I 75 AND ST RT 18             ,FLORENCE       ,KY,41042,39.0008,-84.6458,COMDATA   ,TA                                      , NOT FOUND, False,Burlington Pike  (KY-18),Florence,KY,41042
KY039     ,LOVES 291                     ,I-75 & SR 627  EXIT 95        ,RICHMOND       ,KY,40475,37.8436,-84.3253,COMDATA   ,Loves                                   , @Love's #291, True,3794 Colonel Road  (KY-2878),Richmond,KY,40475
KY071     ,LOVES 725                     ,I-69/HWY 260                  ,HANSON         ,KY,42413,37.4165,-87.4746,COMDATA   ,Loves                                   , NOT FOUND, False,101 Eastlawn Road  (KY-260),Hanson,KY,42413
KY089     ,LOVES 321                     ,222 HWY 770                   ,CORBIN         ,KY,40701,36.9771,-84.1122,COMDATA   ,Loves                                   , NOT FOUND, False,"West Cumberland Gap Parkway  (US-25 E, KY-770)",Corbin,KY,40701
KY093     ,PILOT 392                     ,450 EAST WESTERN AVE          ,SONORA         ,KY,42776,37.522,-85.8823,COMDATA   ,Pilot                                   , @Pilot Travel Center #392, True,432 East Western Avenue  (KY-84),Sonora,KY,42776
KY095     ,PILOT 399                     ,150 PARK PLAZA BLVD           ,LEBANON JUNCTIO,KY,40150,37.8274,-85.7245,COMDATA   ,Pilot                                   , @Pilot Travel Center #399, True,Ball Park Road,Lebanon Junction,KY,40150
KY104     ,PILOT 231                     ,I-75 @ US 25 EAST EXIT 29     ,CORBIN         ,KY,40701,36.9749,-84.107,COMDATA   ,Pilot                                   , @Pilot Travel Center #231, True,311 West Cumberland Gap Parkway  (US-25 E),Corbin,KY,40701
KY125     ,TA_WALTON                     ,145 RICHWOOD RD.              ,WALTON         ,KY,41094,38.8783,-84.6256,COMDATA   ,TA                                      , NOT FOUND, False,I-75,Walton,KY,41094
KY158     ,PILOT 278                     ,I-71/75 & US 25               ,WALTON         ,KY,41094,38.9191,-84.6258,COMDATA   ,Pilot                                   , @Pilot Travel Center #278, True,Best Pal Drive,Walton,KY,41094
KY193     ,PILOT 156                     ,PENNYRILE PKWY EXIT 37 HWY 813,MORTONS GAP    ,KY,42440,37.2553,-87.4488,COMDATA   ,Pilot                                   , @Pilot Travel Center #156, True,Pennyrile Parkway  (I-69),Mortons Gap,KY,42440
KY224     ,FLYING J 660                  ,"15236 STATE, ROUTE 180        ",CATLETTSBURG   ,KY,41129,38.3648,-82.6966,COMDATA   ,Pilot                                   , @Flying J #660, True,Flying J Road,Catlettsburg,KY,41129
KY226     ,FLYING J 661                  ,4380 NASHVILLE ROAD           ,FRANKLIN       ,KY,42134,36.662,-86.5536,COMDATA   ,Pilot                                   , @Flying J #661, True,4225 Nashville Road  (US-31 W),Franklin,KY,42134
KY227     ,FLYING J 662                  ,18750 HERNDON OAK GROVE RD.   ,OAK GROVE      ,KY,42262,36.6972,-87.4554,COMDATA   ,Pilot                                   , @Flying J #662, True,18750 Herndon Oak Grove Road  (KY-117),Oak Grove,KY,42262
KY228     ,FLYING J 663                  ,1670 WADDY ROAD               ,WADDY          ,KY,40076,38.1567,-85.0673,COMDATA   ,Pilot                                   , @Flying J #663, True,1670 Waddy Road  (KY-395),Waddy,KY,40076
KY229     ,FLYING J 664                  ,13019 WALTON VERONA RD        ,WALTON         ,KY,41094,38.8573,-84.6257,COMDATA   ,Pilot                                   , @Flying J #664, True,"13035 Walton Verona Road  (KY-14, KY-16)",Walton,KY,41094
KY234     ,PILOT 321                     ,11229 FRONTAGE ROAD           ,WALTON         ,KY,41094,38.9176,-84.6326,COMDATA   ,Pilot                                   , @Pilot Travel Center #321, True,Frogtown Connector Road  (KY-338 Frontage South),Walton,KY,41094
KY260     ,PILOT 354                     ,819 BUCK CREEK ROAD           ,SIMPSONVILLE   ,KY,40067,38.2099,-85.3481,COMDATA   ,Pilot                                   , @Pilot Travel Center #354, True,819 Buck Creek Road  (KY-1848),Simpsonville,KY,40067
KY261     ,PILOT 353                     ,110 TRIPORT RD.               ,GEORGETOWN     ,KY,40324,38.2762,-84.5543,COMDATA   ,Pilot                                   , @Pilot Travel Center #353, True,410 Cherry Blossom Way  (KY-620),Georgetown,KY,40324
